danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,track_name,popularity
0.586,0.562,9,-7.399,1,0.0267,0.803,5.52e-06,0.063,0.436,93.982,audio_features,1hA697u7e1jX2XM8sWA6Uy,spotify:track:1hA697u7e1jX2XM8sWA6Uy,https://api.spotify.com/v1/tracks/1hA697u7e1jX2XM8sWA6Uy,https://api.spotify.com/v1/audio-analysis/1hA697u7e1jX2XM8sWA6Uy,261702,4,Apna Bana Le,73
0.771,0.527,0,-7.601,1,0.0414,0.269,2.34e-06,0.108,0.558,99.981,audio_features,1PALLCSlHwAI4upY3sMg8u,spotify:track:1PALLCSlHwAI4upY3sMg8u,https://api.spotify.com/v1/tracks/1PALLCSlHwAI4upY3sMg8u,https://api.spotify.com/v1/audio-analysis/1PALLCSlHwAI4upY3sMg8u,212108,4,"Jaana Samjho Na (From ""Bhool Bhulaiyaa 3"")",73
0.762,0.826,6,-4.339,0,0.0778,0.356,0.0,0.324,0.667,89.985,audio_features,4XxfOvudrnBRdlgzEaq1sd,spotify:track:4XxfOvudrnBRdlgzEaq1sd,https://api.spotify.com/v1/tracks/4XxfOvudrnBRdlgzEaq1sd,https://api.spotify.com/v1/audio-analysis/4XxfOvudrnBRdlgzEaq1sd,213333,4,Born to Shine,76
0.862,0.645,1,-5.42,0,0.0418,0.589,0.000535,0.077,0.862,122.998,audio_features,1mQUEvGR7Sbt2OCz2gFrdx,spotify:track:1mQUEvGR7Sbt2OCz2gFrdx,https://api.spotify.com/v1/tracks/1mQUEvGR7Sbt2OCz2gFrdx,https://api.spotify.com/v1/audio-analysis/1mQUEvGR7Sbt2OCz2gFrdx,178781,4,"Aayi Nai (From ""Stree 2"")",76
0.609,0.538,6,-7.842,1,0.0273,0.328,0.0,0.125,0.608,130.015,audio_features,7eQl3Yqv35ioqUfveKHitE,spotify:track:7eQl3Yqv35ioqUfveKHitE,https://api.spotify.com/v1/tracks/7eQl3Yqv35ioqUfveKHitE,https://api.spotify.com/v1/audio-analysis/7eQl3Yqv35ioqUfveKHitE,321225,4,Tum Se Hi,76
0.735,0.564,8,-7.786,1,0.204,0.191,0.0,0.0791,0.902,92.986,audio_features,0YQJoDL6f46J0n1rOVkpxJ,spotify:track:0YQJoDL6f46J0n1rOVkpxJ,https://api.spotify.com/v1/tracks/0YQJoDL6f46J0n1rOVkpxJ,https://api.spotify.com/v1/audio-analysis/0YQJoDL6f46J0n1rOVkpxJ,155161,4,Softly,77
0.683,0.609,0,-8.657,0,0.0383,0.263,0.0,0.375,0.423,106.024,audio_features,0n6NBNUZQmH1KGRt5J9Nkq,spotify:track:0n6NBNUZQmH1KGRt5J9Nkq,https://api.spotify.com/v1/tracks/0n6NBNUZQmH1KGRt5J9Nkq,https://api.spotify.com/v1/audio-analysis/0n6NBNUZQmH1KGRt5J9Nkq,229811,4,Hey Minnale,30
0.84,0.715,0,-5.141,1,0.187,0.176,0.0,0.0935,0.542,96.98,audio_features,1eZefeDb8uOsjvcbl1fJrG,spotify:track:1eZefeDb8uOsjvcbl1fJrG,https://api.spotify.com/v1/tracks/1eZefeDb8uOsjvcbl1fJrG,https://api.spotify.com/v1/audio-analysis/1eZefeDb8uOsjvcbl1fJrG,180000,4,"Naina (From ""Crew"")",77
0.413,0.406,10,-10.23,0,0.0353,0.768,2.22e-06,0.107,0.281,76.944,audio_features,7yDHHVKLbvDmVw1XXhDDIO,spotify:track:7yDHHVKLbvDmVw1XXhDDIO,https://api.spotify.com/v1/tracks/7yDHHVKLbvDmVw1XXhDDIO,https://api.spotify.com/v1/audio-analysis/7yDHHVKLbvDmVw1XXhDDIO,250158,4,Pehle Bhi Main,76
0.744,0.328,0,-12.535,1,0.231,0.681,0.0002,0.128,0.532,98.923,audio_features,1d5lpW3gUyq537iuyrb9Lf,spotify:track:1d5lpW3gUyq537iuyrb9Lf,https://api.spotify.com/v1/tracks/1d5lpW3gUyq537iuyrb9Lf,https://api.spotify.com/v1/audio-analysis/1d5lpW3gUyq537iuyrb9Lf,172408,4,Samjho Na,74
0.596,0.584,2,-6.191,1,0.0357,0.754,3.14e-06,0.0928,0.45,143.975,audio_features,1o8YPl0hyGbpRcHplXNvsm,spotify:track:1o8YPl0hyGbpRcHplXNvsm,https://api.spotify.com/v1/tracks/1o8YPl0hyGbpRcHplXNvsm,https://api.spotify.com/v1/audio-analysis/1o8YPl0hyGbpRcHplXNvsm,244583,4,"Khoobsurat (From ""Stree 2"")",75
0.615,0.514,1,-9.401,1,0.0566,0.671,0.0,0.385,0.538,74.968,audio_features,0NXnuTqFQHDsbEIoKIAVCN,spotify:track:0NXnuTqFQHDsbEIoKIAVCN,https://api.spotify.com/v1/tracks/0NXnuTqFQHDsbEIoKIAVCN,https://api.spotify.com/v1/audio-analysis/0NXnuTqFQHDsbEIoKIAVCN,220800,4,Tere Bina Na Guzara E,74
0.701,0.928,1,-3.029,1,0.286,0.018,0.00293,0.074,0.451,150.889,audio_features,3CA9CjRf7IU2Ukz3GuYInP,spotify:track:3CA9CjRf7IU2Ukz3GuYInP,https://api.spotify.com/v1/tracks/3CA9CjRf7IU2Ukz3GuYInP,https://api.spotify.com/v1/audio-analysis/3CA9CjRf7IU2Ukz3GuYInP,235629,4,Manasilaayo,65
0.273,0.405,0,-5.81,1,0.0298,0.735,0.0,0.189,0.534,89.48,audio_features,3yHyiUDJdz02FZ6jfUbsmY,spotify:track:3yHyiUDJdz02FZ6jfUbsmY,https://api.spotify.com/v1/tracks/3yHyiUDJdz02FZ6jfUbsmY,https://api.spotify.com/v1/audio-analysis/3yHyiUDJdz02FZ6jfUbsmY,271169,3,"Satranga (From ""ANIMAL"")",77
0.682,0.344,5,-8.567,1,0.0281,0.789,0.0,0.121,0.548,104.984,audio_features,2GXXZFUxYg2LvG8SR0byOE,spotify:track:2GXXZFUxYg2LvG8SR0byOE,https://api.spotify.com/v1/tracks/2GXXZFUxYg2LvG8SR0byOE,https://api.spotify.com/v1/audio-analysis/2GXXZFUxYg2LvG8SR0byOE,228969,4,Jeena Jeena,75
0.476,0.124,2,-9.463,1,0.0443,0.927,0.0,0.0972,0.19,94.299,audio_features,3WLJ7D5kh44K5eJ1NqZQ6W,spotify:track:3WLJ7D5kh44K5eJ1NqZQ6W,https://api.spotify.com/v1/tracks/3WLJ7D5kh44K5eJ1NqZQ6W,https://api.spotify.com/v1/audio-analysis/3WLJ7D5kh44K5eJ1NqZQ6W,207312,4,Baarishein,75
0.708,0.356,1,-9.738,1,0.075,0.437,6.54e-05,0.112,0.569,83.679,audio_features,3zSSCPpLZ5Oc8nelhhGjKz,spotify:track:3zSSCPpLZ5Oc8nelhhGjKz,https://api.spotify.com/v1/tracks/3zSSCPpLZ5Oc8nelhhGjKz,https://api.spotify.com/v1/audio-analysis/3zSSCPpLZ5Oc8nelhhGjKz,263185,4,Tu hai kahan,75
0.686,0.771,8,-5.33,1,0.0303,0.545,0.0,0.127,0.551,119.981,audio_features,48Ix6ReYdJf2H4mKb3TIpj,spotify:track:48Ix6ReYdJf2H4mKb3TIpj,https://api.spotify.com/v1/tracks/48Ix6ReYdJf2H4mKb3TIpj,https://api.spotify.com/v1/audio-analysis/48Ix6ReYdJf2H4mKb3TIpj,299827,4,Tera Hone Laga Hoon,71
0.588,0.595,9,-7.493,1,0.0488,0.777,0.0,0.153,0.594,90.013,audio_features,5npFBWhVs3VVlc0nY5xQMA,spotify:track:5npFBWhVs3VVlc0nY5xQMA,https://api.spotify.com/v1/tracks/5npFBWhVs3VVlc0nY5xQMA,https://api.spotify.com/v1/audio-analysis/5npFBWhVs3VVlc0nY5xQMA,188167,4,"Tainu Khabar Nahi - From ""Munjya""",74
0.521,0.592,6,-7.777,0,0.0304,0.308,0.0,0.122,0.535,157.969,audio_features,2plbrEY59IikOBgBGLjaoe,spotify:track:2plbrEY59IikOBgBGLjaoe,https://api.spotify.com/v1/tracks/2plbrEY59IikOBgBGLjaoe,https://api.spotify.com/v1/audio-analysis/2plbrEY59IikOBgBGLjaoe,251668,3,Die With A Smile,100
0.859,0.844,5,-4.609,0,0.0645,0.0917,0.0,0.239,0.605,109.969,audio_features,7r6iwgXcR85d9rfqsuf2Af,spotify:track:7r6iwgXcR85d9rfqsuf2Af,https://api.spotify.com/v1/tracks/7r6iwgXcR85d9rfqsuf2Af,https://api.spotify.com/v1/audio-analysis/7r6iwgXcR85d9rfqsuf2Af,230080,4,Bhool Bhulaiyaa 3 - Title Track (feat. Pitbull),76
0.861,0.723,8,-6.04,1,0.25,0.387,0.0,0.0859,0.56,134.885,audio_features,1UEbsf5kGEIcSMiWexOkrZ,spotify:track:1UEbsf5kGEIcSMiWexOkrZ,https://api.spotify.com/v1/tracks/1UEbsf5kGEIcSMiWexOkrZ,https://api.spotify.com/v1/audio-analysis/1UEbsf5kGEIcSMiWexOkrZ,157351,4,Victory Anthem,42
0.578,0.798,7,-6.01,1,0.0699,0.58,0.0,0.111,0.728,91.96,audio_features,2cPUB8EOT6AfJ8oxhyoNXL,spotify:track:2cPUB8EOT6AfJ8oxhyoNXL,https://api.spotify.com/v1/tracks/2cPUB8EOT6AfJ8oxhyoNXL,https://api.spotify.com/v1/audio-analysis/2cPUB8EOT6AfJ8oxhyoNXL,314240,4,Ye Tune Kya Kiya,73
0.686,0.644,0,-4.921,0,0.0326,0.45,0.0,0.0682,0.908,125.017,audio_features,5ZjWYv5kOH1ywFmv5JjPNd,spotify:track:5ZjWYv5kOH1ywFmv5JjPNd,https://api.spotify.com/v1/tracks/5ZjWYv5kOH1ywFmv5JjPNd,https://api.spotify.com/v1/audio-analysis/5ZjWYv5kOH1ywFmv5JjPNd,216054,4,Mere Mehboob,67
0.612,0.595,10,-6.356,1,0.0331,0.68,1.11e-06,0.104,0.435,99.991,audio_features,2ceeTJAzKy295Fm0VsaXtE,spotify:track:2ceeTJAzKy295Fm0VsaXtE,https://api.spotify.com/v1/tracks/2ceeTJAzKy295Fm0VsaXtE,https://api.spotify.com/v1/audio-analysis/2ceeTJAzKy295Fm0VsaXtE,264090,4,"Tum Se (From ""Teri Baaton Mein Aisa Uljha Jiya"")",75
0.83,0.626,1,-6.637,1,0.034,0.688,1.23e-06,0.112,0.794,130.004,audio_features,0XRb6eZE4dBIJdqwf1Mixu,spotify:track:0XRb6eZE4dBIJdqwf1Mixu,https://api.spotify.com/v1/tracks/0XRb6eZE4dBIJdqwf1Mixu,https://api.spotify.com/v1/audio-analysis/0XRb6eZE4dBIJdqwf1Mixu,197538,4,Suniyan Suniyan,76
0.763,0.587,8,-8.299,0,0.0381,0.358,6.03e-06,0.13,0.794,106.977,audio_features,0M0ANKNzmM4Odd7FNKghzW,spotify:track:0M0ANKNzmM4Odd7FNKghzW,https://api.spotify.com/v1/tracks/0M0ANKNzmM4Odd7FNKghzW,https://api.spotify.com/v1/audio-analysis/0M0ANKNzmM4Odd7FNKghzW,171147,4,"Akhiyaan Gulaab (From ""Teri Baaton Mein Aisa Uljha Jiya"")",75
0.62,0.426,2,-8.008,1,0.0279,0.721,1.09e-05,0.127,0.548,90.0,audio_features,5pPyvA03RKSJrAnnDcq0nh,spotify:track:5pPyvA03RKSJrAnnDcq0nh,https://api.spotify.com/v1/tracks/5pPyvA03RKSJrAnnDcq0nh,https://api.spotify.com/v1/audio-analysis/5pPyvA03RKSJrAnnDcq0nh,195515,4,Saibo,69
0.575,0.541,5,-6.45,1,0.0237,0.759,0.0,0.111,0.27,87.022,audio_features,2PvaburAUlhNHxVhw5lvOq,spotify:track:2PvaburAUlhNHxVhw5lvOq,https://api.spotify.com/v1/tracks/2PvaburAUlhNHxVhw5lvOq,https://api.spotify.com/v1/audio-analysis/2PvaburAUlhNHxVhw5lvOq,260590,4,"Humdard (From ""Ek Villain"")",73
0.848,0.512,7,-7.757,1,0.118,0.284,0.00645,0.101,0.881,144.926,audio_features,5ZLkihi6DVsHwDL3B8ym1t,spotify:track:5ZLkihi6DVsHwDL3B8ym1t,https://api.spotify.com/v1/tracks/5ZLkihi6DVsHwDL3B8ym1t,https://api.spotify.com/v1/audio-analysis/5ZLkihi6DVsHwDL3B8ym1t,159222,4,One Love,75
0.803,0.694,8,-7.83,0,0.0527,0.551,0.000626,0.128,0.484,108.035,audio_features,36N5awamOX6XX5pQn3aFXZ,spotify:track:36N5awamOX6XX5pQn3aFXZ,https://api.spotify.com/v1/tracks/36N5awamOX6XX5pQn3aFXZ,https://api.spotify.com/v1/audio-analysis/36N5awamOX6XX5pQn3aFXZ,176875,4,"Soni Soni (From ""Ishq Vishk Rebound"")",75
0.777,0.783,0,-4.477,0,0.26,0.0283,0.0,0.355,0.939,149.027,audio_features,5vNRhkKd0yEAg8suGBpjeY,spotify:track:5vNRhkKd0yEAg8suGBpjeY,https://api.spotify.com/v1/tracks/5vNRhkKd0yEAg8suGBpjeY,https://api.spotify.com/v1/audio-analysis/5vNRhkKd0yEAg8suGBpjeY,169917,4,APT.,98
0.42,0.916,8,-5.591,1,0.223,0.568,0.0,0.139,0.407,114.913,audio_features,7cXwJ84u9sSEuynXLfyMD7,spotify:track:7cXwJ84u9sSEuynXLfyMD7,https://api.spotify.com/v1/tracks/7cXwJ84u9sSEuynXLfyMD7,https://api.spotify.com/v1/audio-analysis/7cXwJ84u9sSEuynXLfyMD7,266131,4,"Mere Dholna 3.0 (Sonu Nigam Version) [From ""Bhool Bhulaiyaa 3""]",64
0.674,0.516,4,-8.494,1,0.0285,0.735,9.82e-06,0.0968,0.602,115.005,audio_features,5Ggb9pKiKcr5vNV9v1e1vs,spotify:track:5Ggb9pKiKcr5vNV9v1e1vs,https://api.spotify.com/v1/tracks/5Ggb9pKiKcr5vNV9v1e1vs,https://api.spotify.com/v1/audio-analysis/5Ggb9pKiKcr5vNV9v1e1vs,230087,4,"Tumhare Hi Rahenge Hum (From ""Stree 2"")",74
0.617,0.479,8,-10.312,1,0.0349,0.558,0.0,0.285,0.615,129.901,audio_features,1WxzZoWBTmB68AtyA6ejBB,spotify:track:1WxzZoWBTmB68AtyA6ejBB,https://api.spotify.com/v1/tracks/1WxzZoWBTmB68AtyA6ejBB,https://api.spotify.com/v1/audio-analysis/1WxzZoWBTmB68AtyA6ejBB,204042,3,Haan Ke Haan,74
0.589,0.885,4,-3.4,1,0.035,0.545,0.0,0.132,0.831,91.01,audio_features,6H7fLdt0AeWpuxUKXuXWrx,spotify:track:6H7fLdt0AeWpuxUKXuXWrx,https://api.spotify.com/v1/tracks/6H7fLdt0AeWpuxUKXuXWrx,https://api.spotify.com/v1/audio-analysis/6H7fLdt0AeWpuxUKXuXWrx,586076,4,Shree Hanuman Chalisa,69
0.676,0.745,8,-6.19,1,0.0503,0.329,4.36e-05,0.0998,0.842,95.102,audio_features,25Nxyrng0Z3jC5Q0hAibpw,spotify:track:25Nxyrng0Z3jC5Q0hAibpw,https://api.spotify.com/v1/tracks/25Nxyrng0Z3jC5Q0hAibpw,https://api.spotify.com/v1/audio-analysis/25Nxyrng0Z3jC5Q0hAibpw,207158,4,Tauba Tauba,67
0.603,0.825,8,-6.933,1,0.0846,0.577,9.59e-06,0.164,0.482,114.988,audio_features,4REtpfjRcdcC1uYfQrqfw7,spotify:track:4REtpfjRcdcC1uYfQrqfw7,https://api.spotify.com/v1/tracks/4REtpfjRcdcC1uYfQrqfw7,https://api.spotify.com/v1/audio-analysis/4REtpfjRcdcC1uYfQrqfw7,315012,4,Ami Je Tomar 3.0,67
0.728,0.494,6,-9.628,0,0.0256,0.516,0.00384,0.0759,0.558,105.007,audio_features,5PUXKVVVQ74C3gl5vKy9Li,spotify:track:5PUXKVVVQ74C3gl5vKy9Li,https://api.spotify.com/v1/tracks/5PUXKVVVQ74C3gl5vKy9Li,https://api.spotify.com/v1/audio-analysis/5PUXKVVVQ74C3gl5vKy9Li,194857,4,Heeriye (feat. Arijit Singh),76
0.882,0.645,1,-7.233,1,0.0601,0.475,4.13e-05,0.057,0.788,114.933,audio_features,0io16MKpbeDIdYzmGpQaES,spotify:track:0io16MKpbeDIdYzmGpQaES,https://api.spotify.com/v1/tracks/0io16MKpbeDIdYzmGpQaES,https://api.spotify.com/v1/audio-analysis/0io16MKpbeDIdYzmGpQaES,104419,4,Embrace It,87
0.502,0.941,7,-5.194,1,0.0716,0.000346,0.319,0.553,0.124,119.783,audio_features,0hDQV9X1Da5JrwhK8gu86p,spotify:track:0hDQV9X1Da5JrwhK8gu86p,https://api.spotify.com/v1/tracks/0hDQV9X1Da5JrwhK8gu86p,https://api.spotify.com/v1/audio-analysis/0hDQV9X1Da5JrwhK8gu86p,219987,4,Maps,75
0.494,0.413,11,-10.432,1,0.0254,0.682,6.72e-05,0.193,0.273,94.938,audio_features,2262bWmqomIaJXwCRHr13j,spotify:track:2262bWmqomIaJXwCRHr13j,https://api.spotify.com/v1/tracks/2262bWmqomIaJXwCRHr13j,https://api.spotify.com/v1/audio-analysis/2262bWmqomIaJXwCRHr13j,211979,4,Sailor Song,93
0.707,0.629,0,-4.581,0,0.0563,0.259,1.6e-05,0.138,0.457,122.863,audio_features,1x5sYLZiu9r5E43kMlt9f8,spotify:track:1x5sYLZiu9r5E43kMlt9f8,https://api.spotify.com/v1/tracks/1x5sYLZiu9r5E43kMlt9f8,https://api.spotify.com/v1/audio-analysis/1x5sYLZiu9r5E43kMlt9f8,212459,4,Symphony (feat. Zara Larsson),75
0.757,0.628,4,-6.715,0,0.101,0.189,0.0209,0.221,0.321,119.98,audio_features,2c7z5oRcPBbqRaBY2mLWcf,spotify:track:2c7z5oRcPBbqRaBY2mLWcf,https://api.spotify.com/v1/tracks/2c7z5oRcPBbqRaBY2mLWcf,https://api.spotify.com/v1/audio-analysis/2c7z5oRcPBbqRaBY2mLWcf,217333,4,NEW DROP,85
0.739,0.904,5,-2.655,0,0.0442,0.549,1.03e-05,0.0948,0.788,167.033,audio_features,6aJn7Cst74cj4lNIiPRgav,spotify:track:6aJn7Cst74cj4lNIiPRgav,https://api.spotify.com/v1/tracks/6aJn7Cst74cj4lNIiPRgav,https://api.spotify.com/v1/audio-analysis/6aJn7Cst74cj4lNIiPRgav,129883,4,Touch,85
0.776,0.442,6,-8.99,0,0.0575,0.319,1.31e-05,0.0723,0.838,100.021,audio_features,5PCGEfALcpGtURIuTqvX0R,spotify:track:5PCGEfALcpGtURIuTqvX0R,https://api.spotify.com/v1/tracks/5PCGEfALcpGtURIuTqvX0R,https://api.spotify.com/v1/audio-analysis/5PCGEfALcpGtURIuTqvX0R,136944,4,PELIGROSA,81
0.804,0.957,0,-5.452,1,0.034,0.125,0.0174,0.114,0.962,126.035,audio_features,19RybK6XDbAVpcdxSbZL1o,spotify:track:19RybK6XDbAVpcdxSbZL1o,https://api.spotify.com/v1/tracks/19RybK6XDbAVpcdxSbZL1o,https://api.spotify.com/v1/audio-analysis/19RybK6XDbAVpcdxSbZL1o,151740,4,Apple,83
0.705,0.339,7,-10.612,1,0.0278,0.552,0.0814,0.12,0.457,97.989,audio_features,3siwsiaEoU4Kuuc9WKMUy5,spotify:track:3siwsiaEoU4Kuuc9WKMUy5,https://api.spotify.com/v1/tracks/3siwsiaEoU4Kuuc9WKMUy5,https://api.spotify.com/v1/audio-analysis/3siwsiaEoU4Kuuc9WKMUy5,236907,4,No One Noticed,84
0.464,0.745,4,-3.202,0,0.161,0.0235,0.0,0.363,0.262,180.098,audio_features,0OA00aPt3BV10qeMIs3meW,spotify:track:0OA00aPt3BV10qeMIs3meW,https://api.spotify.com/v1/tracks/0OA00aPt3BV10qeMIs3meW,https://api.spotify.com/v1/audio-analysis/0OA00aPt3BV10qeMIs3meW,190667,4,Big Dawgs,86
0.61,0.926,8,-4.843,0,0.0479,0.031,0.0012,0.0821,0.861,172.638,audio_features,62bOmKYxYg7dhrC6gH9vFn,spotify:track:62bOmKYxYg7dhrC6gH9vFn,https://api.spotify.com/v1/tracks/62bOmKYxYg7dhrC6gH9vFn,https://api.spotify.com/v1/audio-analysis/62bOmKYxYg7dhrC6gH9vFn,200400,4,Bye Bye Bye - From Deadpool and Wolverine Soundtrack,85
0.776,0.667,7,-6.622,1,0.0983,0.0146,0.3,0.0761,0.618,130.019,audio_features,3WOhcATHxK2SLNeP5W3v1v,spotify:track:3WOhcATHxK2SLNeP5W3v1v,https://api.spotify.com/v1/tracks/3WOhcATHxK2SLNeP5W3v1v,https://api.spotify.com/v1/audio-analysis/3WOhcATHxK2SLNeP5W3v1v,145219,4,Guess featuring billie eilish,85
0.473,0.621,11,-8.698,0,0.0291,0.0253,0.000366,0.19,0.782,173.083,audio_features,2Lumsra3kuU61wXkEKzKaK,spotify:track:2Lumsra3kuU61wXkEKzKaK,https://api.spotify.com/v1/tracks/2Lumsra3kuU61wXkEKzKaK,https://api.spotify.com/v1/audio-analysis/2Lumsra3kuU61wXkEKzKaK,152761,4,Disco,84
0.813,0.406,9,-12.626,1,0.0662,0.0203,0.392,0.0757,0.755,122.658,audio_features,2KufM8PiQY4i52XhRL96Fd,spotify:track:2KufM8PiQY4i52XhRL96Fd,https://api.spotify.com/v1/tracks/2KufM8PiQY4i52XhRL96Fd,https://api.spotify.com/v1/audio-analysis/2KufM8PiQY4i52XhRL96Fd,292373,4,Champagne Coast,70
0.669,0.561,10,-6.538,1,0.0411,0.495,0.00962,0.0954,0.841,150.069,audio_features,6MzofobZt2dm0Kf1hTThFz,spotify:track:6MzofobZt2dm0Kf1hTThFz,https://api.spotify.com/v1/tracks/6MzofobZt2dm0Kf1hTThFz,https://api.spotify.com/v1/audio-analysis/6MzofobZt2dm0Kf1hTThFz,169698,4,Diet Pepsi,88
0.645,0.634,10,-3.769,0,0.0341,0.158,3.78e-06,0.0908,0.352,160.017,audio_features,2hrycoFU1mZw6YPvMcn8yC,spotify:track:2hrycoFU1mZw6YPvMcn8yC,https://api.spotify.com/v1/tracks/2hrycoFU1mZw6YPvMcn8yC,https://api.spotify.com/v1/audio-analysis/2hrycoFU1mZw6YPvMcn8yC,122361,4,KEHLANI,84
0.674,0.907,3,-4.086,1,0.064,0.101,0.0,0.297,0.721,112.964,audio_features,5G2f63n7IPVPPjfNIGih7Q,spotify:track:5G2f63n7IPVPPjfNIGih7Q,https://api.spotify.com/v1/tracks/5G2f63n7IPVPPjfNIGih7Q,https://api.spotify.com/v1/audio-analysis/5G2f63n7IPVPPjfNIGih7Q,157280,4,Taste,93
0.558,0.655,0,-5.476,1,0.0379,0.208,0.0,0.0854,0.39,129.89,audio_features,3bg2qahpZmsg5wV2EMPXIk,spotify:track:3bg2qahpZmsg5wV2EMPXIk,https://api.spotify.com/v1/tracks/3bg2qahpZmsg5wV2EMPXIk,https://api.spotify.com/v1/audio-analysis/3bg2qahpZmsg5wV2EMPXIk,156923,4,Forever Young,77
0.849,0.699,1,-5.106,0,0.0436,0.0982,0.000215,0.068,0.927,138.003,audio_features,7fzHQizxTqy8wTXwlrgPQQ,spotify:track:7fzHQizxTqy8wTXwlrgPQQ,https://api.spotify.com/v1/tracks/7fzHQizxTqy8wTXwlrgPQQ,https://api.spotify.com/v1/audio-analysis/7fzHQizxTqy8wTXwlrgPQQ,155152,4,MILLION DOLLAR BABY,41
0.851,0.652,8,-4.333,1,0.0367,0.0317,0.0,0.0936,0.696,119.944,audio_features,07oO1U722crtVcavi6frX6,spotify:track:07oO1U722crtVcavi6frX6,https://api.spotify.com/v1/tracks/07oO1U722crtVcavi6frX6,https://api.spotify.com/v1/audio-analysis/07oO1U722crtVcavi6frX6,190782,4,"Double Life - From ""Despicable Me 4""",77
0.606,0.714,3,-6.244,1,0.0339,0.238,0.098,0.106,0.448,141.512,audio_features,2mWfVxEo4xZYDaz0v7hYrN,spotify:track:2mWfVxEo4xZYDaz0v7hYrN,https://api.spotify.com/v1/tracks/2mWfVxEo4xZYDaz0v7hYrN,https://api.spotify.com/v1/audio-analysis/2mWfVxEo4xZYDaz0v7hYrN,195110,4,Juna,80
0.404,0.393,2,-6.607,1,0.0262,0.806,0.000443,0.0938,0.403,98.217,audio_features,2dono2Koz7DEvGwxUsmMLq,spotify:track:2dono2Koz7DEvGwxUsmMLq,https://api.spotify.com/v1/tracks/2dono2Koz7DEvGwxUsmMLq,https://api.spotify.com/v1/audio-analysis/2dono2Koz7DEvGwxUsmMLq,186000,4,Linger - SiriusXM Session,78
0.936,0.887,9,-2.76,0,0.0683,0.0292,1.88e-06,0.0582,0.889,127.003,audio_features,2HYFX63wP3otVIvopRS99Z,spotify:track:2HYFX63wP3otVIvopRS99Z,https://api.spotify.com/v1/tracks/2HYFX63wP3otVIvopRS99Z,https://api.spotify.com/v1/audio-analysis/2HYFX63wP3otVIvopRS99Z,227239,4,Houdini,81
0.892,0.531,1,-4.968,1,0.207,0.033,0.0,0.0824,0.209,81.036,audio_features,5b3XJ1pjrHO5JtY2PcTjnI,spotify:track:5b3XJ1pjrHO5JtY2PcTjnI,https://api.spotify.com/v1/tracks/5b3XJ1pjrHO5JtY2PcTjnI,https://api.spotify.com/v1/audio-analysis/5b3XJ1pjrHO5JtY2PcTjnI,156988,4,Mamushi (feat. Yuki Chiba),80
0.64,0.673,5,-4.519,0,0.563,0.288,2.15e-06,0.113,0.736,209.942,audio_features,0ZDwhNFZnPx9EIPCcwGUHC,spotify:track:0ZDwhNFZnPx9EIPCcwGUHC,https://api.spotify.com/v1/tracks/0ZDwhNFZnPx9EIPCcwGUHC,https://api.spotify.com/v1/audio-analysis/0ZDwhNFZnPx9EIPCcwGUHC,195147,4,Hell N Back (feat. Summer Walker),70
0.891,0.526,8,-6.52,0,0.368,0.0787,3.04e-05,0.133,0.203,140.06,audio_features,2hKYtHbwYOSjvYQhVdUpdQ,spotify:track:2hKYtHbwYOSjvYQhVdUpdQ,https://api.spotify.com/v1/tracks/2hKYtHbwYOSjvYQhVdUpdQ,https://api.spotify.com/v1/audio-analysis/2hKYtHbwYOSjvYQhVdUpdQ,164571,4,TGIF,76
0.635,0.601,1,-6.129,0,0.0295,0.246,0.0,0.11,0.332,123.994,audio_features,3Vr3zh0r7ALn8VLqCiRR10,spotify:track:3Vr3zh0r7ALn8VLqCiRR10,https://api.spotify.com/v1/tracks/3Vr3zh0r7ALn8VLqCiRR10,https://api.spotify.com/v1/audio-analysis/3Vr3zh0r7ALn8VLqCiRR10,172533,4,Stargazing,88
0.709,0.589,8,-7.776,0,0.0434,0.0508,0.0,0.0585,0.58,133.921,audio_features,29gsi1zZrZxdStACmTQB0Z,spotify:track:29gsi1zZrZxdStACmTQB0Z,https://api.spotify.com/v1/tracks/29gsi1zZrZxdStACmTQB0Z,https://api.spotify.com/v1/audio-analysis/29gsi1zZrZxdStACmTQB0Z,278067,3,Studio,66
0.871,0.158,3,-10.889,0,0.102,0.648,0.0363,0.113,0.46,126.078,audio_features,1aHy1ipWQRNauI0ee9uYfi,spotify:track:1aHy1ipWQRNauI0ee9uYfi,https://api.spotify.com/v1/tracks/1aHy1ipWQRNauI0ee9uYfi,https://api.spotify.com/v1/audio-analysis/1aHy1ipWQRNauI0ee9uYfi,129524,4,Fall Back,79
0.747,0.507,2,-10.171,1,0.0358,0.2,0.0608,0.117,0.438,104.978,audio_features,6dOtVTDdiauQNBQEDOtlAB,spotify:track:6dOtVTDdiauQNBQEDOtlAB,https://api.spotify.com/v1/tracks/6dOtVTDdiauQNBQEDOtlAB,https://api.spotify.com/v1/audio-analysis/6dOtVTDdiauQNBQEDOtlAB,210373,4,BIRDS OF A FEATHER,97
